node,index,country,continent,industry,foundation,target_status,bipartite,id,eigen_max,pages_max,degcen_max,bet_max,avg_max,dis_mean
ReWalk Robotics,6995.0,United States,North America,Medical Devices & Equipment,2001.0,IPO / Went public,1,1531,,,,,,
Promimic,20463.0,Sweden,Europe,Medical Devices & Equipment,2004.0,Alive / Active,1,1541,,,,,,
Waterstone Pharmaceuticals,80865.0,China,Asia,Pharmaceuticals / Drugs,2009.0,Alive / Active,1,1565,0.09922880511945087,0.003618993344771593,0.0990667623833453,0.036593906710511936,79.90526315789474,
R-Pharm,241115.0,Russian Federation,Europe,Pharmaceuticals / Drugs,2001.0,Alive / Active,1,1568,,,,,,
ClearCare,83812.0,United States,North America,Internet Software & Services,2010.0,Acquired,1,1608,6.494999605682763e-06,0.0008206419223283563,0.003627968337730871,0.0023452903985117205,4.636363636363637,
Veeva Systems,16770.0,United States,North America,Internet Software & Services,2007.0,IPO / Went public,1,1610,,,,,,
Ascent Healthcare Solutions,5764.0,United States,North America,Medical Devices & Equipment,2005.0,Acquired,1,1611,,,,,,
Insulet,38891.0,United States,North America,Medical Devices & Equipment,2000.0,IPO / Went public,1,1614,,,,,,
Kalypsys,5931.0,United States,North America,Drug Discovery,2001.0,Alive / Active,1,1628,0.05651198465873395,0.001217637875826036,0.02925851703406813,0.002189000608201518,77.49315068493149,
VeraLight,6122.0,United States,North America,Medical Devices & Equipment,2004.0,Dead / Inactive,1,1656,,,,,,
Theranos,9570.0,United States,North America,Medical Devices & Equipment,2004.0,Dead / Inactive,1,1657,,,,,,
Cerecin,997.0,Singapore,Asia,Biotechnology,2001.0,Alive / Active,1,1660,0.07413530643764231,0.002886784183203244,0.061322645290581165,0.017594289197975753,72.37735849056604,
Accu-Break Pharmaceuticals,18417.0,United States,North America,Drug Delivery,2001.0,Alive / Active,1,1661,,,,,,
ADNAvance Technologies,16153.0,Canada,North America,Medical Devices & Equipment,2002.0,Alive / Active,1,1666,0.07860863404003406,0.0021937277966320163,0.04889779559118237,0.009451211916168873,105.16666666666669,
Advanced Medical Diagnostics,18456.0,Belgium,Europe,Medical Devices & Equipment,2004.0,Alive / Active,1,1668,1.0503492933359034e-35,0.0003333333333333333,0.0003334444814938313,0.0,1.0,
Phreesia,13432.0,United States,North America,Internet Software & Services,2005.0,IPO / Went public,1,1671,,,,,,
AdvanDx,14417.0,United States,North America,Disease Diagnosis,2002.0,Acquired,1,1672,4.924115156451014e-19,0.0005277044854881266,0.0005279831045406547,0.0,1.0,
Renal Solutions,6175.0,United States,North America,Medical Devices & Equipment,2000.0,Acquired,1,1673,1.3415057306725912e-37,0.00035599857600569594,0.0010683760683760683,0.0,3.0,
gera Therapeutics,1681.0,Canada,North America,Biotechnology,2000.0,Acquired,1,1674,0.12845064110958646,0.0037647524181425905,0.11512939615129394,0.034066612843621516,89.84158415841586,
WaveForm Diabetes,18468.0,United States,North America,Medical Devices & Equipment,2001.0,Alive / Active,1,1677,0.043280254943671284,0.0024951959902721104,0.06018518518518519,0.01252181170769778,75.3888888888889,
Albireo Pharmaceutical,18487.0,United States,North America,Biotechnology,2008.0,IPO / Went public,1,1680,,,,,,
Alfama,18494.0,Portugal,Europe,Pharmaceuticals / Drugs,2005.0,Acquired,1,1681,0.05292530210910591,0.002489913745217939,0.061965811965811975,0.013821879183905931,70.09900990099011,
Alligator Bioscience,17881.0,Sweden,Europe,Drug Discovery,2000.0,Alive / Active,1,1682,,,,,,
AlterG,14943.0,United States,North America,Medical Devices & Equipment,2004.0,Alive / Active,1,1685,,,,,,
Alvine Pharmaceuticals,1999.0,United States,North America,Drug Development,2005.0,Alive / Active,1,1686,,,,,,
Arno Therapeutics,17893.0,United States,North America,Drug Development,2000.0,IPO / Went public,1,1697,,,,,,
Atritech,14929.0,United States,North America,Medical Devices & Equipment,2000.0,Alive / Active,1,1699,0.07179002426397643,0.002334721392404341,0.04584269662921348,0.011986835716504343,54.00980392156863,
BaroFold,17899.0,United States,North America,Biotechnology,2002.0,Acquired,1,1705,0.00941067202215002,0.0006050052693120232,0.013671223741247079,0.0013287425357392435,84.38461538461539,
BiancaMed,18664.0,Ireland,Europe,Medical Devices & Equipment,2003.0,Acquired,1,1707,0.037018657806908516,0.0018189118264142453,0.047870468145019364,0.008509267195010457,116.69230769230771,
BioNano Genomics,9449.0,United States,North America,Biotechnology,2003.0,IPO / Went public,1,1710,0.017247924949680818,0.0006562986294328803,0.01638176638176638,0.0005353454790503818,99.2391304347826,
Cellumen,6613.0,United States,North America,Drug Discovery,2004.0,Acquired,1,1715,0.047322595522520015,0.002026979482312589,0.05384063173007897,0.009553873643769828,78.90666666666667,
BiPar Sciences,7009.0,United States,North America,Biotechnology,2002.0,Acquired,1,1717,,,,,,
Caden Biosciences,17911.0,United States,North America,Drug Development,2000.0,Alive / Active,1,1725,,,,,,
Celyad,18777.0,Belgium,Europe,Biotechnology,2004.0,IPO / Went public,1,1727,0.0139432068154241,0.0007236833432097101,0.019006335445148386,0.002506610353639802,102.5,
Cardiva Medical,5796.0,United States,North America,Medical Devices & Equipment,2002.0,Acquired,1,1729,,,,,,
Cellix,18800.0,Ireland,Europe,Drug Discovery,2004.0,Alive / Active,1,1730,0.01461496151438205,0.0010573453468516376,0.026675558519506502,0.004706814069404537,87.63265306122447,
cerboMed,18139.0,Germany,Europe,Medical Devices & Equipment,2005.0,Alive / Active,1,1732,,,,,,
Hansen Medical,6693.0,United States,North America,Medical Devices & Equipment,2002.0,Acquired,1,1737,0.04447765557899164,0.0019883855733080088,0.05526223160858852,0.009870339057927991,101.09523809523809,
CorNova,18934.0,United States,North America,Medical Devices & Equipment,2003.0,Dead / Inactive,1,1745,,,,,,
Corthera,2315.0,United States,North America,Pharmaceuticals / Drugs,2003.0,Acquired,1,1746,0.0297922648795287,0.001479027047004512,0.035832780358327807,0.007782907684191685,77.07407407407408,
Critical Pharmaceuticals,5133.0,United Kingdom,Europe,Drug Delivery,2002.0,Alive / Active,1,1747,0.006747117548206987,0.0006520524803720353,0.014079549454417459,0.0015729296048621645,97.95238095238096,
Crossject Medical Technology,18958.0,France,Europe,Medical Devices & Equipment,2001.0,IPO / Went public,1,1750,,,,,,
Complete Genomics,6748.0,United States,North America,Drug Development,2006.0,Acquired,1,1758,,,,,,
Domainex,17929.0,United Kingdom,Europe,Drug Discovery,2001.0,Alive / Active,1,1770,,,,,,
Portola Pharmaceuticals,6762.0,United States,North America,Biotechnology,2003.0,Acquired,1,1772,0.09906626588592717,0.003510532456893934,0.10172474480816614,0.03523700754759621,87.8,
ElexoPharm,17752.0,Germany,Europe,Medical Facilities & Services,2005.0,Alive / Active,1,1775,0.008753913847962971,0.0006520524803720353,0.014079549454417459,0.0015729296048621645,79.24324324324324,
Endotis Pharma,17931.0,France,Europe,Pharmaceuticals / Drugs,2003.0,Alive / Active,1,1778,,,,,,
MeMed,236382.0,Israel,Asia,Medical Devices & Equipment,2009.0,Alive / Active,1,1781,0.026375732333618843,0.0015376109442392788,0.036680911680911685,0.005143204937259853,65.76699029126213,
BioImagene,461.0,United States,North America,Medical Devices & Equipment,2003.0,Acquired,1,1783,,,,,,
eZono,19237.0,Germany,Europe,Medical Devices & Equipment,2004.0,Alive / Active,1,1787,0.0553630146788394,0.0012123089686885632,0.028857715430861724,0.0020936571198726574,79.06944444444444,
GANYMED Pharmaceuticals,17941.0,Germany,Europe,Pharmaceuticals / Drugs,2001.0,Acquired,1,1804,0.0938500073960278,0.0026867928286823176,0.06893787575150301,0.013563484504023421,83.1774193548387,
Glycoform,17944.0,United Kingdom,Europe,Biotechnology,2002.0,Alive / Active,1,1806,,,,,,
GenoLogics Life Sciences Software,844.0,Canada,North America,Medical Facilities & Services,2001.0,Acquired,1,1813,0.014430824679064437,0.0011940142362057554,0.025547445255474453,0.006829571853445645,91.43243243243244,
Genomas,19363.0,United States,North America,Drug Manufacturing,2003.0,Acquired,1,1815,,,,,,
HealOr,17948.0,Israel,Asia,Biotechnology,2002.0,Alive / Active,1,1824,0.05536743266296113,0.0020034282433520952,0.03643083421330517,0.010948860474142293,51.8695652173913,
Histogen,7130.0,United States,North America,Pharmaceuticals / Drugs,2007.0,IPO / Went public,1,1830,,,,,,
Hoana Medical,19503.0,United States,North America,Medical Devices & Equipment,2001.0,Dead / Inactive,1,1832,,,,,,
OptiMedica,2453.0,United States,North America,Medical Devices & Equipment,2004.0,Acquired,1,1838,0.04340661274918356,0.0020550513235368328,0.05491744436468055,0.00577110921671224,79.16993464052287,
Oxford Drug Design,19596.0,United Kingdom,Europe,Drug Discovery,2001.0,Alive / Active,1,1842,0.040246910505334035,0.0016163382949250567,0.042735042735042736,0.003999012134600856,108.73684210526315,
Inimex Pharmaceuticals,4560.0,Canada,North America,Pharmaceuticals / Drugs,2001.0,Alive / Active,1,1843,0.07149874979449561,0.00179315847071827,0.04128256513026052,0.005495901021563977,83.28813559322033,
Betta Pharmaceuticals,257425.0,China,Asia,Biotechnology,2003.0,IPO / Went public,1,1847,0.043166199925702184,0.0022324667600610183,0.059134107708553325,0.015858969513320217,130.2391304347826,
Aegerion Pharmaceuticals,6905.0,United States,North America,Pharmaceuticals / Drugs,2005.0,Assets Purchased,1,1848,,,,,,
Inotec AMD,19610.0,United Kingdom,Europe,Medical Devices & Equipment,2003.0,Alive / Active,1,1849,0.036191678731214816,0.0017042542169840177,0.0490163387795932,0.006013770080843009,85.9465648854962,
IXICO,18214.0,United Kingdom,Europe,Medical Devices & Equipment,2004.0,IPO / Went public,1,1856,,,,,,
K2M Group Holdings,19708.0,United States,North America,Medical Devices & Equipment,2004.0,Acquired,1,1858,0.09922880511945087,0.003618993344771593,0.0990667623833453,0.036593906710511936,95.43243243243244,
Lab901,18228.0,United Kingdom,Europe,Medical Devices & Equipment,2001.0,Acquired,1,1864,0.03687450705134215,0.0023313041887001945,0.059224694903086864,0.0090232629865968,65.75757575757575,
OJER pharma,18229.0,Spain,Europe,Pharmaceuticals / Drugs,2007.0,Alive / Active,1,1865,,,,,,
LDR Holding,18231.0,United States,North America,Medical Devices & Equipment,2004.0,Acquired,1,1867,0.09110630360082614,0.0024894302809354532,0.051214361140443504,0.008653738218004976,72.4193548387097,
Luminetx,19849.0,United States,North America,Medical Devices & Equipment,2001.0,Alive / Active,1,1876,0.09302138834753204,0.002556714200353327,0.05811623246492986,0.013662648155880532,83.28813559322033,
Magen BioSciences,2157.0,United States,North America,Elective & Aesthetic Medicine,2006.0,Acquired,1,1879,,,,,,
MedAvante,19909.0,United States,North America,Medical Facilities & Services,2002.0,Acquired,1,1889,,,,,,
Allocade,6971.0,United States,North America,Internet Software & Services,2004.0,Alive / Active,1,1892,,,,,,
MODA Technology Partners,17979.0,United States,North America,Biotechnology,2005.0,Alive / Active,1,1899,4.924115156451014e-19,0.0005277044854881266,0.0005279831045406547,0.0,1.0,
Molecular Vision,20021.0,United Kingdom,Europe,Medical Devices & Equipment,2002.0,Acquired,1,1902,7.453351353744386e-22,0.0006657789613848202,0.0013324450366422385,0.0,2.0,
Dicerna Pharmaceuticals,24489.0,United States,North America,Drug Development,2007.0,IPO / Went public,1,1903,0.08478661691602471,0.002205884505102161,0.0454065469904963,0.006997487155015807,57.1046511627907,
Myconostica,12893.0,United Kingdom,Europe,Medical Devices & Equipment,2006.0,Alive / Active,1,1908,0.03144982533736747,0.00247708535414708,0.05878211897219289,0.0171409855813718,76.09909909909909,
National Renal Alliance,20085.0,United States,North America,Medical Facilities & Services,2002.0,Acquired,1,1916,,,,,,
HealthWatch Technologies,271949.0,Israel,Asia,Mobile Software & Services,2010.0,Alive / Active,1,1917,,,,,,
Drive Medical,35151.0,United States,North America,Medical Equipment & Supplies,2000.0,Alive / Active,1,1923,0.07157286709758776,0.003715225581398439,0.09727207465900932,0.02801461377817265,110.03225806451613,
NonWoTecc Medical,20171.0,Germany,Europe,Medical Devices & Equipment,2007.0,Alive / Active,1,1926,0.056304240610552676,0.002757185344463236,0.06801994301994302,0.018685438038536933,89.43181818181819,
Novacta Biosystems,20184.0,United Kingdom,Europe,Drug Development,2003.0,Alive / Active,1,1928,,,,,,
OcuCure Therapeutics,17999.0,United States,North America,Drug Development,2005.0,Alive / Active,1,1933,,,,,,
OmniGuide Surgical,2448.0,United States,North America,Medical Devices & Equipment,2000.0,Alive / Active,1,1935,,,,,,
Optovue,20266.0,United States,North America,Medical Devices & Equipment,2003.0,Alive / Active,1,1940,,,,,,
Origin BioMed,17510.0,Canada,North America,Biotechnology,2001.0,Alive / Active,1,1941,,,,,,
OrphaMed,18001.0,Denmark,Europe,Drug Development,2005.0,Alive / Active,1,1942,0.1021925652684396,0.0036792479437390453,0.0750561797752809,0.023704077690011927,58.37815126050421,
Oryzon Genomics,18002.0,Spain,Europe,Biotechnology,2000.0,IPO / Went public,1,1944,,,,,,
Pantec Biosolutions,18272.0,Liechtenstein,Europe,Drug Delivery,2005.0,Alive / Active,1,1950,0.10161619367956172,0.0032990329108894788,0.09869956652217406,0.029136935410065318,150.5,
Pelikan Technologies,10980.0,United States,North America,Medical Devices & Equipment,2001.0,Alive / Active,1,1954,,,,,,
Pevion Biotech,18006.0,Switzerland,Europe,Biotechnology,2002.0,Alive / Active,1,1955,,,,,,
PharmaSwiss,17866.0,Switzerland,Europe,Medical Product Distribution,2000.0,Alive / Active,1,1958,,,,,,
Phico Therapeutics,20371.0,United Kingdom,Europe,Pharmaceuticals / Drugs,2000.0,Alive / Active,1,1962,0.015814564032621686,0.0008303354352707978,0.021007002334111367,0.003116920992120981,89.82539682539681,
AxoGen,7180.0,United States,North America,Medical Devices & Equipment,2002.0,IPO / Went public,1,1974,1.26511162685916e-27,0.0004590541082088947,0.0016672224074691564,8.8977846962997e-07,4.25,
Epix Pharmaceuticals,484.0,United States,North America,Biotechnology,2000.0,Dead / Inactive,1,1975,0.004598811149946093,0.00021504067129073407,0.0036496350364963507,0.0005823302953101899,109.27272727272728,
ProCure Treatment Centers,18288.0,United States,North America,Medical Facilities & Services,2005.0,Alive / Active,1,1978,,,,,,
BARRx Medical,7185.0,United States,North America,Medical Devices & Equipment,2000.0,Acquired,1,1983,,,,,,
Quotient Diagnostics,18296.0,United Kingdom,Europe,Biotechnology,2002.0,Acquired,1,1984,,,,,,
Rafael Medical Technologies,20523.0,United States,North America,Medical Devices & Equipment,2000.0,Alive / Active,1,1985,0.007126799674083866,0.00017767840755370459,0.0028056112224448893,0.0,98.85714285714286,
Regentis Biomaterials,20553.0,Israel,Asia,Drug Development,2004.0,Alive / Active,1,1989,0.004480678083525059,0.00036866177464431896,0.008095740936290039,0.00033960983551628446,72.0,
GluSense,275767.0,Israel,Asia,Medical Devices & Equipment,2007.0,Alive / Active,1,1991,0.04260810946090478,0.0018125245526735066,0.050763105507631065,0.006235330770265992,101.0,
Motus GI Medical Technologies,274995.0,Israel,Asia,Medical Devices & Equipment,2010.0,IPO / Went public,1,1995,,,,,,
Sagent Pharmaceuticals,10969.0,United States,North America,Pharmaceuticals / Drugs,2006.0,Acquired,1,1999,,,,,,
Saladax Biomedical,11163.0,United States,North America,Drug Manufacturing,2004.0,Alive / Active,1,2000,0.0017585188220365364,0.00018531212124251408,0.0035893754486719313,8.197936280053853e-06,54.3,
SmartByte,20641.0,United States,North America,Medical Devices & Equipment,2003.0,Alive / Active,1,2004,,,,,,
Serenex,6288.0,United States,North America,Drug Discovery,2001.0,Acquired,1,2009,0.07157286709758776,0.003715225581398439,0.09727207465900932,0.02801461377817265,91.40495867768595,
Sirion Holdings,17712.0,United States,North America,Pharmaceuticals / Drugs,2005.0,Alive / Active,1,2012,0.07798866801719433,0.003271587841402721,0.08925016589250166,0.02659229620091898,81.10714285714286,
Sirnaomics,18034.0,United States,North America,Biotechnology,2007.0,Alive / Active,1,2013,0.07798866801719433,0.003271587841402721,0.08925016589250166,0.02659229620091898,115.92307692307692,
Celula,7227.0,United States,North America,Disease Diagnosis,2005.0,Alive / Active,1,2022,0.05831901725395546,0.002757185344463236,0.06801994301994302,0.018685438038536933,100.02857142857141,
